,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,nation_drop,pos_drop,age_drop,born_drop,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_drop,Expected_drop,Expected_drop,Expected_drop,Expected_drop,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,10,48,14,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,UKR,"DF,MF",27,1996,5.9,0,10,0,0.0,1.71,0.0,0.0,,19.6,1,0,0,0.6,0.6,0.07,-0.6,-0.6,UKR,"DF,MF",27,1996,5.9,382,451,84.7,6080,1345,204,220,92.7,154,175,88.0,17,37,45.9,1,0.2,0.5,0.8,3,30,11,3,48,UKR,"DF,MF",27,1996,5.9,6,1,1,3,2,3,8,37.5,5,8,1,7,5,11,10,0,UKR,"DF,MF",27,1996,5.9,499,16,86,233,181,20,499,5,3,60.0,1,20.0,281,1348,573,10,8,3,3,4,348,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Raheem Sterling,ENG,"FW,MF",29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34,ENG,"FW,MF",29,1994,5.5,0,11,0,0.0,1.98,0.0,0.0,,15.1,2,0,0,1.4,1.4,0.13,-1.4,-1.4,ENG,"FW,MF",29,1994,5.5,158,201,78.6,2022,403,103,117,88.0,43,57,75.4,3,4,75.0,2,0.5,0.5,1.5,8,4,9,2,18,ENG,"FW,MF",29,1994,5.5,9,4,1,3,5,5,10,50.0,5,3,0,3,1,10,4,0,ENG,"FW,MF",29,1994,5.5,274,2,10,58,209,38,274,30,10,33.3,10,33.3,201,1407,750,27,11,15,13,14,211,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Reiss Nelson,ENG,FW,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,FW,24,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG,FW,24,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG,FW,24,1999,0.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,ENG,FW,24,1999,0.0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Riccardo Calafiori,ITA,DF,22,2002,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,ITA,DF,22,2002,10.9,2,10,6,60.0,0.92,0.55,0.2,0.33,14.1,0,0,0,0.9,0.9,0.09,1.1,1.1,ITA,DF,22,2002,10.9,470,549,85.6,6903,1705,280,306,91.5,163,188,86.7,19,28,67.9,1,0.3,0.7,0.7,6,41,9,1,54,ITA,DF,22,2002,10.9,27,19,15,10,2,18,29,62.1,11,12,6,6,9,36,25,0,ITA,DF,22,2002,10.9,653,30,164,264,229,30,653,13,9,69.2,3,23.1,308,1655,889,22,15,3,12,5,394,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Takehiro Tomiyasu,JPN,DF,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,JPN,DF,25,1998,0.1,0,1,0,0.0,12.86,0.0,0.0,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,JPN,DF,25,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,JPN,DF,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,JPN,DF,25,1998,0.1,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,Thomas Partey,GHA,"MF,DF",31,1993,35,31,2797,31.1,4,2,6,4,0,0,4,0,2.3,2.3,2.1,4.3,36,185,48,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,GHA,"MF,DF",31,1993,31.1,4,26,9,34.6,0.84,0.29,0.15,0.44,19.2,0,0,0,2.3,2.3,0.09,1.7,1.7,GHA,"MF,DF",31,1993,31.1,1678,1920,87.4,26697,7155,874,942,92.8,682,767,88.9,91,143,63.6,2,2.1,2.6,-0.1,20,168,33,2,185,GHA,"MF,DF",31,1993,31.1,89,53,26,39,24,46,76,60.5,30,29,9,20,35,124,49,4,GHA,"MF,DF",31,1993,31.1,2193,74,457,1214,534,33,2193,35,24,68.6,9,25.7,1256,6822,3691,36,42,3,24,17,1561,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Arsenal,William Saliba,FRA,DF,23,2001,35,35,3039,33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,FRA,DF,23,2001,33.8,2,6,2,33.3,0.18,0.06,0.33,1.0,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,FRA,DF,23,2001,33.8,2413,2559,94.3,41458,12540,1026,1071,95.8,1255,1306,96.1,123,154,79.9,0,0.9,1.3,-0.9,7,180,6,0,138,FRA,DF,23,2001,33.8,62,37,37,23,2,21,28,75.0,7,25,15,10,21,83,119,7,FRA,DF,23,2001,33.8,2824,190,1127,1571,142,18,2824,19,12,63.2,6,31.6,1756,7626,4154,16,17,1,19,8,2137,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Amadou Onana,BEL,MF,22,2001,26,20,1617,18.0,3,0,3,3,0,0,4,0,2.1,2.1,0.7,2.8,29,75,16,0.17,0.0,0.17,0.17,0.17,0.12,0.04,0.16,0.12,0.16,BEL,MF,22,2001,18.0,3,17,6,35.3,0.95,0.33,0.18,0.5,14.7,0,0,0,2.1,2.1,0.12,0.9,0.9,BEL,MF,22,2001,18.0,703,802,87.7,11058,2897,365,393,92.9,290,325,89.2,34,48,70.8,0,0.7,0.8,-0.7,10,69,12,2,75,BEL,MF,22,2001,18.0,55,30,23,26,6,16,29,55.2,13,16,7,9,26,81,41,3,BEL,MF,22,2001,18.0,998,71,269,586,159,23,998,20,14,70.0,3,15.0,553,2931,1577,29,25,1,11,9,671,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Andrés García,ESP,"DF,MF",21,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,ESP,"DF,MF",21,2003,3.5,0,2,0,0.0,0.57,0.0,0.0,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,ESP,"DF,MF",21,2003,3.5,174,201,86.6,2725,577,89,96,92.7,74,82,90.2,7,13,53.8,0,0.2,0.4,-0.2,3,9,8,5,15,ESP,"DF,MF",21,2003,3.5,9,5,5,3,1,4,8,50.0,4,2,0,2,2,11,10,2,ESP,"DF,MF",21,2003,3.5,256,8,38,108,112,2,256,18,5,27.8,12,66.7,159,1262,673,26,13,2,10,6,168,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Axel Disasi,FRA,DF,26,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,FRA,DF,26,1998,5.4,0,2,0,0.0,0.37,0.0,0.0,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,FRA,DF,26,1998,5.4,243,280,86.8,4080,1517,103,109,94.5,131,146,89.7,8,15,53.3,0,0.4,0.3,-0.4,3,14,3,0,16,FRA,DF,26,1998,5.4,8,5,7,1,0,3,7,42.9,4,4,1,3,5,13,18,0,FRA,DF,26,1998,5.4,334,32,130,178,29,6,334,15,9,60.0,6,40.0,207,1268,621,10,8,2,3,2,223,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Boubacar Kamara,FRA,MF,24,1999,26,20,1726,19.2,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,19,85,7,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,FRA,MF,24,1999,19.2,1,10,3,30.0,0.52,0.16,0.1,0.33,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2,FRA,MF,24,1999,19.2,825,931,88.6,13054,4037,421,454,92.7,357,390,91.5,34,62,54.8,0,0.9,0.8,-0.9,11,91,10,0,85,FRA,MF,24,1999,19.2,50,21,28,18,4,29,56,51.8,27,19,7,12,19,69,51,3,FRA,MF,24,1999,19.2,1113,95,344,637,141,12,1113,27,9,33.3,9,33.3,591,2976,1370,19,13,2,12,17,754,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Diego Carlos,BRA,DF,31,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,BRA,DF,31,1993,9.2,0,4,1,25.0,0.43,0.11,0.0,0.0,6.7,0,0,0,0.6,0.6,0.16,-0.6,-0.6,BRA,DF,31,1993,9.2,534,603,88.6,10941,4103,138,151,91.4,341,362,94.2,54,83,65.1,0,0.0,0.1,0.0,0,23,1,0,34,BRA,DF,31,1993,9.2,8,3,6,1,1,4,6,66.7,2,13,7,6,5,13,36,2,BRA,DF,31,1993,9.2,674,86,331,330,15,6,674,2,2,100.0,0,0.0,419,2133,1162,3,3,0,1,2,481,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Donyell Malen,NED,FW,25,1999,14,2,305,3.4,3,0,3,3,0,0,0,0,2.2,2.2,0.2,2.4,12,6,30,0.89,0.0,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69,NED,FW,25,1999,3.4,3,15,9,60.0,4.43,2.66,0.2,0.33,15.2,0,0,0,2.2,2.2,0.14,0.8,0.8,NED,FW,25,1999,3.4,53,77,68.8,712,144,33,40,82.5,14,19,73.7,3,7,42.9,0,0.2,0.2,-0.2,3,2,2,0,6,NED,FW,25,1999,3.4,7,4,3,3,1,1,4,25.0,3,2,0,2,0,7,1,0,NED,FW,25,1999,3.4,129,2,9,33,94,25,129,11,4,36.4,5,45.5,79,652,370,12,7,7,8,7,87,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Emi Buendía,ARG,"MF,FW",27,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62,ARG,"MF,FW",27,1996,1.1,0,5,0,0.0,4.59,0.0,0.0,,19.1,1,0,0,0.7,0.7,0.13,-0.7,-0.7,ARG,"MF,FW",27,1996,1.1,49,60,81.7,624,166,33,36,91.7,12,14,85.7,1,5,20.0,0,0.0,0.0,0.0,1,4,1,0,7,ARG,"MF,FW",27,1996,1.1,6,6,3,2,1,0,5,0.0,5,5,1,4,0,6,2,0,ARG,"MF,FW",27,1996,1.1,82,0,17,35,31,3,82,2,0,0.0,2,100.0,53,185,119,3,5,0,4,3,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Emiliano Martínez,ARG,GK,31,1992,37,37,3194,35.5,0,0,0,0,0,0,5,1,0.0,0.0,0.5,0.5,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,ARG,GK,31,1992,35.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ARG,GK,31,1992,35.5,1091,1387,78.7,28659,17513,194,198,98.0,629,640,98.3,268,542,49.4,0,0.5,0.1,-0.5,2,27,0,0,4,ARG,GK,31,1992,35.5,3,3,3,0,0,2,2,100.0,0,1,0,1,0,3,17,6,ARG,GK,31,1992,35.5,1449,1095,1429,20,0,0,1449,1,1,100.0,0,0.0,889,4616,2936,0,0,0,1,0,784,0,ARG,GK,31,1992,35.5,45,1,1,2,0,45.8,0.32,0.8,0.02,162,420,38.6,1208,132,26.3,30.4,172,59.3,46.3,498,56,11.2,35,0.99,13.7
ENG-Premier League,2425,Aston Villa,Ezri Konsa,ENG,DF,26,1997,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,ENG,DF,26,1997,32.6,2,11,5,45.5,0.34,0.15,0.18,0.4,8.8,0,0,0,1.3,1.3,0.12,0.7,0.7,ENG,DF,26,1997,32.6,1555,1673,92.9,26299,8781,669,692,96.7,807,844,95.6,62,95,65.3,0,0.4,0.6,-0.4,6,106,2,0,90,ENG,DF,26,1997,32.6,34,18,20,10,4,20,25,80.0,5,20,11,9,24,58,114,4,ENG,DF,26,1997,32.6,1915,250,883,934,107,22,1915,18,8,44.4,7,38.9,1132,5817,3008,24,15,2,17,10,1338,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22,2002,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,31,50,104,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28,NED,DF,22,2002,12.7,1,19,5,26.3,1.5,0.4,0.05,0.2,22.1,0,0,0,0.9,0.9,0.05,0.1,0.1,NED,DF,22,2002,12.7,609,747,81.5,9635,2492,307,346,88.7,263,309,85.1,26,52,50.0,2,2.7,2.4,-0.7,19,22,19,3,50,NED,DF,22,2002,12.7,29,17,17,9,3,17,24,70.8,7,13,0,13,15,44,39,3,NED,DF,22,2002,12.7,917,56,247,334,348,47,917,29,13,44.8,16,55.2,505,2636,1184,31,17,13,22,25,564,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Jacob Ramsey,ENG,"FW,MF",23,2001,29,19,1623,18.0,1,3,4,1,0,0,4,1,1.6,1.6,2.3,3.9,61,68,114,0.06,0.17,0.22,0.06,0.22,0.09,0.13,0.22,0.09,0.22,ENG,"FW,MF",23,2001,18.0,1,19,4,21.1,1.05,0.22,0.05,0.25,16.8,0,0,0,1.6,1.6,0.08,-0.6,-0.6,ENG,"FW,MF",23,2001,18.0,497,586,84.8,6645,1578,334,366,91.3,133,159,83.6,15,20,75.0,3,2.3,2.2,0.7,21,31,21,1,68,ENG,"FW,MF",23,2001,18.0,30,15,14,10,6,10,20,50.0,10,23,4,19,8,38,8,1,ENG,"FW,MF",23,2001,18.0,762,12,146,272,359,74,762,46,25,54.3,13,28.3,496,3441,1766,61,31,21,42,23,577,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",22,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,17,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.2,0.13,0.2,ENG,"FW,MF",22,2002,3.7,0,7,0,0.0,1.9,0.0,0.0,,16.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,ENG,"FW,MF",22,2002,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,ENG,"FW,MF",22,2002,3.7,11,5,4,7,0,4,6,66.7,2,5,0,5,3,14,2,1,ENG,"FW,MF",22,2002,3.7,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,John McGinn,SCO,"MF,FW",29,1994,34,27,2223,24.7,1,4,5,1,0,0,7,0,3.1,2.8,3.5,6.3,32,103,87,0.04,0.16,0.2,0.04,0.2,0.13,0.14,0.27,0.11,0.26,SCO,"MF,FW",29,1994,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,17.0,1,0,0,3.1,2.8,0.09,-2.1,-1.8,SCO,"MF,FW",29,1994,24.7,699,854,81.9,11807,3243,336,367,91.6,285,332,85.8,64,111,57.7,4,3.5,2.7,0.5,31,70,29,8,103,SCO,"MF,FW",29,1994,24.7,33,24,10,14,9,13,31,41.9,18,22,2,20,14,47,18,3,SCO,"MF,FW",29,1994,24.7,1072,31,164,558,361,58,1072,47,20,42.6,13,27.7,581,2930,1270,32,17,7,37,29,744,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,COL,FW,20,2003,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0,0,4.9,4.9,0.16,2.1,2.1,COL,FW,20,2003,7.1,115,163,70.6,1558,307,68,84,81.0,34,50,68.0,5,11,45.5,0,0.2,0.3,-0.2,4,10,1,0,13,COL,FW,20,2003,7.1,8,7,1,2,5,1,4,25.0,3,5,0,5,0,8,13,0,COL,FW,20,2003,7.1,263,13,36,110,122,47,263,14,3,21.4,9,64.3,133,535,267,7,7,2,16,15,192,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Kosta Nedeljković,SRB,DF,18,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRB,DF,18,2005,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,SRB,DF,18,2005,1.4,47,53,88.7,853,185,22,23,95.7,21,25,84.0,4,5,80.0,0,0.0,0.0,0.0,0,5,0,0,6,SRB,DF,18,2005,1.4,7,5,1,3,3,2,3,66.7,1,1,0,1,0,7,3,0,SRB,DF,18,2005,1.4,66,4,15,32,19,0,66,2,1,50.0,1,50.0,27,101,33,1,0,0,1,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Lamare Bogarde,NED,"DF,MF",20,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,12,14,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,NED,"DF,MF",20,2004,5.3,0,1,1,100.0,0.19,0.19,0.0,0.0,20.2,0,0,0,0.0,0.0,0.04,0.0,0.0,NED,"DF,MF",20,2004,5.3,240,272,88.2,3682,1154,129,139,92.8,107,116,92.2,3,9,33.3,0,0.1,0.1,-0.1,2,24,1,0,14,NED,"DF,MF",20,2004,5.3,14,6,6,6,2,10,16,62.5,6,5,3,2,1,15,13,0,NED,"DF,MF",20,2004,5.3,325,16,95,191,40,4,325,4,2,50.0,1,25.0,173,1031,599,12,6,1,6,8,212,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Leon Bailey,JAM,"FW,MF",26,1997,24,14,1139,12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,JAM,"FW,MF",26,1997,12.7,1,28,6,21.4,2.21,0.47,0.04,0.17,17.3,2,0,0,1.7,1.7,0.06,-0.7,-0.7,JAM,"FW,MF",26,1997,12.7,277,390,71.0,4313,1055,152,186,81.7,100,123,81.3,18,38,47.4,2,1.5,3.0,0.5,16,16,20,2,35,JAM,"FW,MF",26,1997,12.7,7,5,2,3,2,3,11,27.3,8,6,0,6,3,10,12,0,JAM,"FW,MF",26,1997,12.7,545,18,77,155,323,70,545,57,22,38.6,24,42.1,348,2582,1371,58,23,34,35,25,390,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Lucas Digne,FRA,DF,31,1993,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,FRA,DF,31,1993,26.1,0,13,3,23.1,0.5,0.11,0.0,0.0,22.7,5,0,0,0.8,0.8,0.06,-0.8,-0.8,FRA,DF,31,1993,26.1,956,1277,74.9,15607,5137,483,549,88.0,389,496,78.4,62,155,40.0,4,4.7,4.0,-0.7,36,44,30,19,57,FRA,DF,31,1993,26.1,65,38,40,16,9,44,66,66.7,22,23,4,19,25,90,89,1,FRA,DF,31,1993,26.1,1527,97,541,457,539,28,1527,19,9,47.4,9,47.4,683,2983,1346,23,14,4,17,16,820,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Marco Asensio,ESP,MF,28,1996,13,9,743,8.3,3,1,4,3,0,2,2,0,4.4,2.9,1.0,3.8,22,45,38,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,ESP,MF,28,1996,8.3,3,22,9,40.9,2.66,1.09,0.14,0.33,19.6,1,0,2,4.4,2.9,0.13,-1.4,0.1,ESP,MF,28,1996,8.3,242,313,77.3,3581,1081,138,152,90.8,84,103,81.6,11,33,33.3,1,1.0,1.2,0.0,16,20,11,2,45,ESP,MF,28,1996,8.3,7,5,0,7,0,3,9,33.3,6,7,1,6,2,9,3,0,ESP,MF,28,1996,8.3,386,6,38,158,200,30,384,19,12,63.2,5,26.3,242,1466,682,22,21,5,9,8,265,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Marcus Rashford,ENG,FW,26,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,2.3,4.5,22,13,42,0.41,0.41,0.81,0.2,0.61,0.62,0.46,1.08,0.46,0.92,ENG,FW,26,1997,4.9,2,18,5,27.8,3.65,1.01,0.06,0.2,19.4,2,1,1,3.1,2.3,0.13,-1.1,-1.3,ENG,FW,26,1997,4.9,117,164,71.3,1772,447,67,77,87.0,36,47,76.6,9,25,36.0,2,2.3,2.1,-0.3,13,2,9,2,13,ENG,FW,26,1997,4.9,10,7,2,3,5,4,6,66.7,2,2,0,2,1,11,3,0,ENG,FW,26,1997,4.9,227,2,14,58,159,30,226,22,9,40.9,13,59.1,127,892,471,22,10,15,8,1,149,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Aston Villa,Matty Cash,POL,DF,26,1997,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,POL,DF,26,1997,23.0,1,13,6,46.2,0.57,0.26,0.08,0.17,18.8,0,0,0,0.5,0.5,0.04,0.5,0.5,POL,DF,26,1997,23.0,732,945,77.5,12171,3259,362,406,89.2,306,389,78.7,52,106,49.1,1,1.1,1.3,-0.1,10,39,10,5,42,POL,DF,26,1997,23.0,56,32,29,21,6,31,43,72.1,12,22,8,14,23,79,70,2,POL,DF,26,1997,23.0,1186,90,432,463,304,42,1186,40,19,47.5,16,40.0,595,3700,1864,48,38,4,20,10,654,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
